,GEO,Value
1296,FI1D7,2.0
1297,FI1D8,3.8
1298,FI1D9,11.1
1299,FI200,18.6
1300,SE110,334.1
1301,SE121,42.4
1302,SE122,45.9
1303,SE123,41.7
1304,SE124,33.7
1305,SE125,50.9
1306,SE211,32.8
1307,SE212,22.3
1308,SE213,21.0
1309,SE214,18.3
1310,SE221,52.4
1311,SE224,116.8
1312,SE231,56.9
1313,SE232,68.2
1314,SE311,15.7
1315,SE312,9.9
1316,SE313,15.4
1317,SE321,11.3
1318,SE322,2.6
1319,SE331,4.8
1320,SE332,2.6
1321,UKC11,963.6
1322,UKC12,917.7
1323,UKC13,536.2
1324,UKC14,232.5
1325,UKC21,63.2
1326,UKC22,2087.3
1327,UKC23,2012.6
1328,UKD11,114.2
1329,UKD12,56.1
1330,UKD33,4485.3
1331,UKD34,2333.4
1332,UKD35,2215.3
1333,UKD36,1835.3
1334,UKD37,1571.6
1335,UKD41,1077.1
1336,UKD42,4043.0
1337,UKD44,290.2
1338,UKD45,383.0
1339,UKD46,664.1
1340,UKD47,406.4
1341,UKD61,1143.5
1342,UKD62,321.1
1343,UKD63,362.6
1344,UKD71,1490.5
1345,UKD72,4251.1
1346,UKD73,1788.0
1347,UKD74,2046.1
1348,UKE11,3606.3
1349,UKE12,139.9
1350,UKE13,317.2
1351,UKE21,749.4
1352,UKE22,75.3
1353,UKE31,678.0
1354,UKE32,1533.2
1355,UKE41,1440.2
1356,UKE42,1388.8
1357,UKE44,824.9
1358,UKE45,980.0
1359,UKF11,3235.2
1360,UKF12,559.8
1361,UKF13,244.1
1362,UKF14,4216.3
1363,UKF15,312.2
1364,UKF16,559.4
1365,UKF21,4620.6
1366,UKF22,286.1
1367,UKF24,280.1
1368,UKF25,332.3
1369,UKF30,123.5
1370,UKG11,86.1
1371,UKG12,330.9
1372,UKG13,279.7
1373,UKG21,585.5
1374,UKG22,97.2
1375,UKG23,2685.5
1376,UKG24,328.1
1377,UKG31,4115.5
1378,UKG32,1178.5
1379,UKG33,3403.0
1380,UKG36,3220.5
1381,UKG37,3698.1
1382,UKG38,2635.0
1383,UKG39,3648.8
1384,UKH11,555.5
1385,UKH12,208.5
1386,UKH14,195.3
1387,UKH15,470.9
1388,UKH16,105.3
1389,UKH17,119.2
1390,UKH21,4852.1
1391,UKH23,702.1
1392,UKH24,344.2
1393,UKH25,374.4
1394,UKH31,4263.7
1395,UKH32,1002.3
1396,UKH34,368.7
1397,UKH35,293.6
1398,UKH36,364.2
1399,UKH37,1089.3
1400,UKI31,9713.2
1401,UKI32,10990.2
1402,UKI33,11710.0
1403,UKI34,9306.3
1404,UKI41,10755.2
1405,UKI42,14207.3
1406,UKI43,11047.0
1407,UKI44,9270.8
1408,UKI45,11728.4
1409,UKI51,4712.0
1410,UKI52,3004.3
1411,UKI53,5911.4
1412,UKI54,4006.0
1413,UKI61,2144.3
1414,UKI62,4383.4
1415,UKI63,4799.2
1416,UKI71,4294.9
1417,UKI72,7446.2
1418,UKI73,6126.3
1419,UKI74,3230.2
1420,UKI75,4043.4
1421,UKJ11,702.1
1422,UKJ12,842.4
1423,UKJ13,333.0
1424,UKJ14,256.9
1425,UKJ21,3397.1
1426,UKJ22,316.2
1427,UKJ25,776.5
1428,UKJ26,586.0
1429,UKJ27,408.4
1430,UKJ28,428.0
1431,UKJ31,5155.3
1432,UKJ32,4861.5
1433,UKJ34,366.2
1434,UKJ35,1914.1
1435,UKJ36,210.2
1436,UKJ37,407.8
1437,UKJ41,1422.0
1438,UKJ43,636.5
1439,UKJ44,477.9
1440,UKJ45,292.2
1441,UKJ46,381.0
1442,UKK11,4052.3
1443,UKK12,543.3
1444,UKK13,230.6
1445,UKK14,938.3
1446,UKK15,148.8
1447,UKK21,3058.3
1448,UKK22,164.7
1449,UKK23,157.2
1450,UKK30,153.9
1451,UKK41,3259.7
1452,UKK42,2116.7
1453,UKK43,116.5
1454,UKL11,98.5
1455,UKL12,48.1
1456,UKL13,107.5
1457,UKL14,66.5
1458,UKL15,552.5
1459,UKL16,666.4
1460,UKL17,407.2
1461,UKL18,635.0
1462,UKL21,230.6
1463,UKL22,1024.1
1464,UKL23,307.6
1465,UKL24,25.6
1466,UKM21,118.1
1467,UKM22,282.3
1468,UKM23,182.1
1469,UKM24,24.1
1470,UKM25,1871.0
1471,UKM26,530.8
1472,UKM27,32.3
1473,UKM28,414.6
1474,UKM31,323.0
1475,UKM32,23.3
1476,UKM33,147.7
1477,UKM34,3441.2
1478,UKM35,580.3
1479,UKM36,717.7
1480,UKM37,92.1
1481,UKM38,178.0
1482,UKM50,75.3
1483,UKM61,7.3
1484,UKM62,25.7
1485,UKM63,7.0
1486,UKM64,8.9
1487,UKM65,21.8
1488,UKM66,15.8
1489,UKM71,118.1
1490,UKM72,282.1
1491,UKM73,182.3
1492,UKM75,1874.1
1493,UKM76,531.1
1494,UKM77,32.2
1495,UKM78,414.2
1496,UKM81,323.7
1497,UKM82,3438.0
1498,UKM83,581.3
1499,UKM84,716.8
1500,UKM91,24.1
1501,UKM92,23.3
1502,UKM93,147.6
1503,UKM94,92.1
1504,UKM95,178.0
1505,UKN01,2590.1
1506,UKN02,472.6
1507,UKN03,142.8
1508,UKN04,90.6
1509,UKN05,67.6
1510,UKN06,2441.6
1511,UKN07,153.7
1512,UKN08,104.3
1513,UKN09,278.8
1514,UKN10,119.1
1515,UKN11,78.0
1516,UKN12,71.7
1517,UKN13,244.8
1518,UKN14,273.9
1519,UKN15,128.9
1520,UKN16,40.1
1521,IS001,213.2
1522,IS002,1.2
1523,LI000,235.7
1524,NO011,1504.9
1525,NO012,126.7
1526,NO021,7.5
1527,NO022,7.9
1528,NO031,73.6
1529,NO032,19.8
1530,NO033,112.5
1531,NO034,12.4
1532,NO041,13.7
1533,NO042,26.9
1534,NO043,53.9
1535,NO051,35.0
1536,NO052,6.2
1537,NO053,18.0
1538,NO061,17.3
1539,NO062,6.5
1540,NO071,6.7
1541,NO072,6.5
1542,NO073,1.6
1543,CH011,267.6
1544,CH012,63.2
1545,CH013,1925.9
1546,CH021,172.1
1547,CH022,188.5
1548,CH023,332.2
1549,CH024,246.7
1550,CH025,86.0
1551,CH031,5134.0
1552,CH032,541.0
1553,CH033,459.3
1554,CH040,864.5
1555,CH051,58.3
1556,CH052,265.3
1557,CH053,221.8
1558,CH054,91.7
1559,CH055,253.1
1560,CH056,27.5
1561,CH057,303.6
1562,CH061,274.6
1563,CH062,34.0
1564,CH063,178.6
1565,CH064,76.3
1566,CH065,173.8
1567,CH066,575.1
1568,CH070,127.1
1569,ME000,45.0
1570,MK001,37.9
1571,MK002,50.2
1572,MK003,65.9
1573,MK004,63.3
1574,MK005,49.1
1575,MK006,132.0
1576,MK007,76.2
1577,MK008,339.7
1578,TR100,2746.1
1579,TR211,141.1
1580,TR212,65.8
1581,TR213,54.5
1582,TR221,82.2
1583,TR222,51.0
1584,TR310,340.2
1585,TR321,131.4
1586,TR322,83.1
1587,TR323,68.5
1588,TR331,104.1
1589,TR332,49.4
1590,TR333,47.7
1591,TR334,65.2
1592,TR411,265.2
1593,TR412,58.2
1594,TR413,48.7
1595,TR421,470.5
1596,TR422,191.2
1597,TR423,137.7
1598,TR424,34.2
1599,TR425,263.3
1600,TR510,207.9
1601,TR521,53.9
1602,TR522,27.0
1603,TR611,105.7
1604,TR612,50.5
1605,TR613,37.6
1606,TR621,155.0
1607,TR622,110.9
1608,TR631,259.3
1609,TR632,75.4
1610,TR633,161.0
1611,TR711,60.2
1612,TR712,50.7
1613,TR713,46.8
1614,TR714,53.1
1615,TR715,35.1
1616,TR721,76.8
1617,TR722,21.8
1618,TR723,31.2
1619,TR811,181.7
1620,TR812,56.2
1621,TR813,91.0
1622,TR821,28.0
1623,TR822,25.0
1624,TR823,35.3
1625,TR831,139.4
1626,TR832,60.1
1627,TR833,41.4
1628,TR834,56.6
1629,TR901,163.5
1630,TR902,122.3
1631,TR903,62.6
1632,TR904,83.9
1633,TR905,23.0
1634,TR906,22.4
1635,TRA11,30.2
1636,TRA12,19.1
1637,TRA13,20.9
1638,TRA21,48.0
1639,TRA22,29.5
1640,TRA23,53.3
1641,TRA24,21.0
1642,TRB11,65.0
1643,TRB12,67.2
1644,TRB13,32.2
1645,TRB14,11.6
1646,TRB21,55.8
1647,TRB22,51.1
1648,TRB23,48.1
1649,TRB24,38.3
1650,TRC11,273.8
1651,TRC12,85.0
1652,TRC13,90.1
1653,TRC21,97.2
1654,TRC22,107.7
1655,TRC31,89.1
1656,TRC32,118.6
1657,TRC33,67.4
1658,TRC34,57.8
