GEO,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
AL0,,,3057018.0,3044993.0,3034231.0,3019634.0,3003329.0,2981755.0,2958266.0,2936355.0,2918674.0,2907361.0,2903008.0,2897770.0,2892394.0,2885796.0,2875592.0,2876591.0,2870324.0
AT1,3359846.0,3369328.0,3392463.0,3418657.0,3444493.0,3479550.0,3512077.0,3529875.0,3547701.0,3565870.0,3579589.0,3596910.0,3617321.0,3646529.0,3679647.0,3722471.0,3784928.0,3825277.0,3852119.0
AT2,1743626.0,1742012.0,1748050.0,1747938.0,1750194.0,1755706.0,1760131.0,1761876.0,1763416.0,1764257.0,1763043.0,1763329.0,1764723.0,1766444.0,1771127.0,1779211.0,1792494.0,1798375.0,1801112.0
AT3,2898714.0,2909606.0,2923127.0,2933678.0,2947886.0,2966103.0,2982090.0,2991233.0,2996872.0,3004876.0,3009011.0,3014925.0,3026077.0,3038887.0,3057012.0,3083244.0,3123049.0,3149213.0,3169036.0
BE1,959318.0,964405.0,978384.0,992041.0,999899.0,1006749.0,1018804.0,1031215.0,1048491.0,1068532.0,1089538.0,1136778.0,1151317.0,1165208.0,1172751.0,1184101.0,1201285.0,1199095.0,1205492.0
BE2,5940251.0,5952552.0,5972781.0,5995553.0,6016024.0,6043161.0,6078600.0,6117440.0,6161600.0,6208877.0,6251983.0,6325740.0,6365555.0,6396242.0,6421947.0,6453009.0,6491999.0,6526061.0,6559294.0
BE3,3339516.0,3346457.0,3358560.0,3368250.0,3380498.0,3395942.0,3413978.0,3435879.0,3456775.0,3475671.0,3498384.0,3538120.0,3559017.0,3576524.0,3586142.0,3600164.0,3617833.0,3626571.0,3633803.0
BG3,4364632.0,4328514.0,4169387.0,4115423.0,4064253.0,4017103.0,3968665.0,3922739.0,3878688.0,3836745.0,3798246.0,3755275.0,3724884.0,3693421.0,3664440.0,3631150.0,3596383.0,3560451.0,3524208.0
BG4,3826244.0,3820954.0,3699428.0,3690083.0,3680894.0,3671470.0,3660706.0,3649934.0,3639314.0,3630374.0,3623520.0,3614156.0,3602340.0,3591131.0,3581237.0,3571048.0,3557401.0,3541408.0,3525826.0
CH0,7164444.0,7204055.0,7255653.0,7313853.0,7364148.0,7415102.0,7459128.0,7508739.0,7593494.0,7701856.0,7785806.0,7870134.0,7954662.0,8039060.0,8139631.0,8237666.0,8327126.0,8419550.0,8484130.0
CY0,690497.0,697549.0,705539.0,713720.0,722893.0,733067.0,744013.0,757916.0,776333.0,796930.0,819140.0,839751.0,862011.0,865878.0,858000.0,847008.0,848319.0,854802.0,864236.0
